2019-02-06 15:17:50,0,60.009,0,0,0
2019-02-06 15:17:50,0,60.01,0,0,0
2019-02-06 15:17:50,0,60.009,0,0,0
2019-02-06 15:17:50,0,60.008,0,0,0
2019-02-06 15:17:50,0,60.008,0,0,0
2019-02-06 15:17:50,0,60.005,0,0,0
2019-02-06 15:17:50,0,60.004,0,0,0
2019-02-06 15:17:50,0,60.003,0,0,0
2019-02-06 15:17:50,0,60.001,0,0,0
2019-02-06 15:17:50,0,60.004,0,0,0
2019-02-06 15:17:50,0,60.004,0,0,0
2019-02-06 15:17:50,0,60.003,0,0,0
2019-02-06 15:17:50,0,60.006,0,0,0
2019-02-06 15:17:50,0,60.008,0,0,0
2019-02-06 15:17:50,0,60.008,0,0,0
2019-02-06 15:17:50,0,60.011,0,0,0
2019-02-06 15:17:50,0,60.012,0,0,0
2019-02-06 15:17:50,0,60.013,0,0,0
2019-02-06 15:17:50,0,60.015,0,0,0
2019-02-06 15:17:50,0,60.015,0,0,0
2019-02-06 15:17:50,0,60.017,0,0,0
2019-02-06 15:17:50,0,60.019,0,0,0
2019-02-06 15:17:50,0,60.02,0,0,0
2019-02-06 15:17:50,0,60.021,0,0,0
2019-02-06 15:17:50,0,60.024,0,0,0
2019-02-06 15:17:50,0,60.025,0,0,0
2019-02-06 15:17:50,0,60.025,0,0,0
2019-02-06 15:17:50,0,60.026,0,0,0
2019-02-06 15:17:50,0,60.026,0,0,0
2019-02-06 15:17:50,0,60.026,0,0,0
2019-02-06 15:17:50,0,60.026,0,0,0
2019-02-06 15:17:50,0,60.025,0,0,0
2019-02-06 15:17:50,0,60.023,0,0,0
2019-02-06 15:17:50,0,60.023,0,0,0
2019-02-06 15:17:50,0,60.023,0,0,0
2019-02-06 15:17:50,0,60.022,0,0,0
2019-02-06 15:17:50,0,60.021,0,0,0
2019-02-06 15:17:50,0,60.02,0,0,0
2019-02-06 15:17:50,0,60.018,0,0,0
2019-02-06 15:17:50,0,60.017,0,0,0
2019-02-06 15:17:50,0,60.015,0,0,0
2019-02-06 15:17:50,0,60.014,0,0,0
2019-02-06 15:17:50,0,60.014,0,0,0
2019-02-06 15:17:50,0,60.014,0,0,0
2019-02-06 15:17:50,0,60.014,0,0,0
2019-02-06 15:17:50,0,60.015,0,0,0
2019-02-06 15:17:50,0,60.016,0,0,0
2019-02-06 15:17:50,0,60.016,0,0,0
2019-02-06 15:17:50,0,60.017,0,0,0
2019-02-06 15:17:50,0,60.018,0,0,0
2019-02-06 15:17:50,0,60.019,0,0,0
2019-02-06 15:17:50,0,60.02,0,0,0
2019-02-06 15:17:50,0,60.021,0,0,0
2019-02-06 15:17:50,0,60.021,0,0,0
2019-02-06 15:17:50,0,60.022,0,0,0
2019-02-06 15:17:50,0,60.024,0,0,0
2019-02-06 15:17:50,0,60.025,0,0,0
2019-02-06 15:17:50,0,60.026,0,0,0
2019-02-06 15:17:50,0,60.029,0,0,0
2019-02-06 15:17:50,0,60.0165,0,0,0
2019-02-06 15:17:50,0,60.0169,0,0,0
2019-02-06 15:17:50,0,60.0173,0,0,0
2019-02-06 15:17:50,0,60.0176,0,0,0
2019-02-06 15:17:50,0,60.018,0,0,0
2019-02-06 15:17:50,0,60.0184,0,0,0
2019-02-06 15:17:50,0,60.0188,0,0,0
2019-02-06 15:17:50,0,60.0192,0,0,0
2019-02-06 15:17:50,0,60.0196,0,0,0
2019-02-06 15:17:50,0,60.0201,0,0,0
2019-02-06 15:17:50,0,60.0204,0,0,0
2019-02-06 15:17:50,0,60.0208,0,0,0
2019-02-06 15:17:50,0,60.0211,0,0,0
2019-02-06 15:17:50,0,60.0214,0,0,0
2019-02-06 15:17:50,0,60.0217,0,0,0
2019-02-06 15:17:50,0,60.022,0,0,0
2019-02-06 15:17:50,0,60.0222,0,0,0
2019-02-06 15:17:50,0,60.0223,0,0,0
2019-02-06 15:17:50,0,60.0224,0,0,0
2019-02-06 15:17:50,0,60.0225,0,0,0
2019-02-06 15:17:50,0,60.0225,0,0,0
2019-02-06 15:17:50,0,60.0225,0,0,0
2019-02-06 15:17:50,0,60.0224,0,0,0
2019-02-06 15:17:50,0,60.0224,0,0,0
2019-02-06 15:17:50,0,60.0222,0,0,0
2019-02-06 15:17:50,0,60.0221,0,0,0
2019-02-06 15:17:50,0,60.0219,0,0,0
2019-02-06 15:17:50,0,60.0218,0,0,0
2019-02-06 15:17:50,0,60.0216,0,0,0
2019-02-06 15:17:50,0,60.0214,0,0,0
2019-02-06 15:17:50,0,60.0213,0,0,0
2019-02-06 15:17:50,0,60.0211,0,0,0
2019-02-06 15:17:50,0,60.021,0,0,0
2019-02-06 15:17:50,0,60.0209,0,0,0
2019-02-06 15:17:50,0,60.0207,0,0,0
2019-02-06 15:17:50,0,60.0206,0,0,0
2019-02-06 15:17:50,0,60.0205,0,0,0
2019-02-06 15:17:50,0,60.0203,0,0,0
2019-02-06 15:17:50,0,60.0202,0,0,0
2019-02-06 15:17:50,0,60.0201,0,0,0
2019-02-06 15:17:50,0,60.02,0,0,0
2019-02-06 15:17:50,0,60.02,0,0,0
2019-02-06 15:17:50,0,60.0199,0,0,0
2019-02-06 15:17:50,0,60.0199,0,0,0
2019-02-06 15:17:50,0,60.0199,0,0,0
2019-02-06 15:17:50,0,60.0198,0,0,0
2019-02-06 15:17:50,0,60.0198,0,0,0
2019-02-06 15:17:50,0,60.0197,0,0,0
2019-02-06 15:17:50,0,60.0196,0,0,0
2019-02-06 15:17:50,0,60.0195,0,0,0
2019-02-06 15:17:50,0,60.0194,0,0,0
2019-02-06 15:17:50,0,60.0193,0,0,0
2019-02-06 15:17:50,0,60.0191,0,0,0
2019-02-06 15:17:50,0,60.019,0,0,0
2019-02-06 15:17:50,0,60.0189,0,0,0
2019-02-06 15:17:50,0,60.0188,0,0,0
2019-02-06 15:17:50,0,60.0186,0,0,0
2019-02-06 15:17:50,0,60.0184,0,0,0
2019-02-06 15:17:50,0,60.0182,0,0,0
2019-02-06 15:17:50,0,60.0179,0,0,0
2019-02-06 15:17:50,0,60.0176,0,0,0
2019-02-06 15:17:50,0,60.0173,0,0,0
2019-02-06 15:17:50,0,60.017,0,0,0
2019-02-06 15:17:50,0,60.0167,0,0,0
2019-02-06 15:17:50,0,60.0164,0,0,0
2019-02-06 15:17:50,0,60.0161,0,0,0
2019-02-06 15:17:50,0,60.0159,0,0,0
2019-02-06 15:17:50,0,60.0157,0,0,0
2019-02-06 15:17:50,0,60.0155,0,0,0
2019-02-06 15:17:50,0,60.0152,0,0,0
2019-02-06 15:17:50,0,60.0151,0,0,0
2019-02-06 15:17:50,0,60.0149,0,0,0
2019-02-06 15:17:50,0,60.0147,0,0,0
2019-02-06 15:17:50,0,60.0145,0,0,0
2019-02-06 15:17:50,0,60.0144,0,0,0
2019-02-06 15:17:50,0,60.0142,0,0,0
2019-02-06 15:17:50,0,60.0141,0,0,0
2019-02-06 15:17:50,0,60.014,0,0,0
2019-02-06 15:17:50,0,60.0139,0,0,0
2019-02-06 15:17:50,0,60.0138,0,0,0
2019-02-06 15:17:50,0,60.0138,0,0,0
2019-02-06 15:17:50,0,60.0138,0,0,0
2019-02-06 15:17:50,0,60.0138,0,0,0
2019-02-06 15:17:50,0,60.0138,0,0,0
2019-02-06 15:17:50,0,60.0139,0,0,0
2019-02-06 15:17:50,0,60.0139,0,0,0
2019-02-06 15:17:50,0,60.0139,0,0,0
2019-02-06 15:17:50,0,60.014,0,0,0
2019-02-06 15:17:50,0,60.014,0,0,0
2019-02-06 15:17:50,0,60.014,0,0,0
2019-02-06 15:17:50,0,60.0141,0,0,0
2019-02-06 15:17:50,0,60.0141,0,0,0
2019-02-06 15:17:50,0,60.0141,0,0,0
2019-02-06 15:17:50,0,60.0142,0,0,0
2019-02-06 15:17:50,0,60.0142,0,0,0
2019-02-06 15:17:50,0,60.0143,0,0,0
